nome, email, whatsapp, RA, curso, período, campus, area, subarea, qualidades, defeitos
Dana Aiello, danaaiello@alunos.utfpr.edu.br, +55 39 94659-4359,  176539, TECNOLOGIA EM GESTÃO AMBIENTAL, 3, MEDIANEIRA, PESQUISA E EXTENSÃO, EXTENSÃO, Quaerat magnam ipsum dolorem. Etincidunt dolorem adipisci est est. Adipisci amet est consectetur neque sit eius aliquam. Dolore quiquia dolore magnam tempora velit. Quiquia voluptatem voluptatem tempora. Aliquam neque etincidunt etincidunt magnam consectetur. Voluptatem amet voluptatem voluptatem consectetur magnam magnam. Dolorem est eius aliquam eius. Quaerat velit voluptatem velit aliquam. Numquam dolore adipisci quaerat eius., Amet sit voluptatem quisquam ipsum. Quisquam labore etincidunt ipsum neque quisquam dolorem. Sit quaerat quisquam sed quiquia non. Voluptatem est sit adipisci. Quiquia ut adipisci porro ipsum. Aliquam ipsum neque magnam ipsum amet amet. Velit sit magnam sit quisquam quaerat eius non. Magnam aliquam tempora magnam modi voluptatem etincidunt dolorem. Dolorem sit tempora etincidunt dolorem porro quaerat ipsum.
Kathryn Clemmons, kathrynclemmons@alunos.utfpr.edu.br, +55 49 94643-1676, 2514928, LICENCIATURA EM LETRAS INGLÊS, 6, CURITIBA, PESQUISA E EXTENSÃO, EXTENSÃO, Magnam amet est quiquia magnam. Tempora velit amet quisquam. Sed quiquia numquam modi quaerat porro quisquam. Dolorem ipsum tempora sit dolor etincidunt quiquia. Est amet amet etincidunt quiquia etincidunt adipisci. Voluptatem dolor etincidunt numquam sed quiquia consectetur dolor. Etincidunt adipisci sed dolor porro ipsum neque. Non eius eius magnam amet quaerat sit voluptatem. Consectetur voluptatem dolore etincidunt velit voluptatem ipsum tempora., Magnam numquam quaerat magnam labore. Porro voluptatem aliquam adipisci consectetur eius. Etincidunt adipisci numquam consectetur consectetur. Adipisci magnam sed neque sit amet. Dolorem voluptatem magnam neque quaerat eius etincidunt consectetur. Adipisci quiquia labore magnam aliquam tempora magnam consectetur. Quaerat numquam dolore est dolore porro velit. Sed modi dolorem quisquam aliquam magnam neque sit. Tempora dolore eius aliquam velit modi modi.
Letitia Kelley, letitiakelley@alunos.utfpr.edu.br, +55 63 97486-2362, 1395856, TECNOLOGIA EM SISTEMAS PARA INTERNET, 9, GUARAPUAVA, PESQUISA E EXTENSÃO, EXTENSÃO, Dolorem etincidunt ipsum sit sed. Sed aliquam dolorem porro ipsum voluptatem modi. Est aliquam tempora sed labore quisquam labore. Neque modi dolorem etincidunt tempora. Voluptatem tempora ut non. Non labore amet quaerat. Non amet eius sed quiquia adipisci non aliquam. Labore etincidunt aliquam non dolorem voluptatem porro quiquia. Magnam eius est eius labore eius. Magnam quaerat labore eius consectetur., Eius sed labore est aliquam dolorem voluptatem. Magnam quiquia ut est. Neque ipsum non quiquia sit consectetur modi. Ipsum dolorem etincidunt sed est modi quiquia. Sed non ipsum consectetur ut. Ut est labore quiquia. Voluptatem sit sed amet non quisquam. Non est dolorem ut. Tempora modi dolore sed dolor sit quisquam.
Ernest Huie, ernesthuie@alunos.utfpr.edu.br, +55 78 92581-3130, 9744637, LICENCIATURA EM LETRAS PORTUGUÊS, 1, CURITIBA, PESQUISA E EXTENSÃO, EXTENSÃO, Porro quaerat consectetur adipisci labore. Porro labore etincidunt tempora etincidunt quisquam labore. Tempora dolorem sed dolorem. Amet adipisci eius amet aliquam labore. Porro est tempora quaerat dolorem eius labore. Quisquam adipisci ut dolor. Quisquam voluptatem labore non amet. Adipisci magnam voluptatem velit voluptatem. Est consectetur numquam ipsum dolorem amet etincidunt., Consectetur dolorem dolorem velit aliquam. Sed amet dolor porro. Ipsum ipsum quiquia dolorem porro numquam amet. Non tempora etincidunt sed magnam. Porro dolore amet voluptatem. Magnam porro numquam ut.
Martha Dewolf, marthadewolf@alunos.utfpr.edu.br, +55 71 98818-9474, 8342360, EDUCAÇÃO FÍSICA, 1, CURITIBA, PESQUISA E EXTENSÃO, EXTENSÃO, Voluptatem modi quiquia modi sit aliquam dolor tempora. Eius amet quaerat modi. Neque adipisci dolore numquam sit ipsum. Eius dolore adipisci sit sed labore. Dolore ipsum labore aliquam tempora tempora. Consectetur est neque sit porro. Dolor etincidunt ipsum quiquia amet magnam. Dolore sed etincidunt voluptatem. Velit dolor sit labore tempora modi., Neque ut labore ut. Ipsum labore velit neque voluptatem modi. Amet dolorem etincidunt sit. Voluptatem dolorem consectetur quiquia neque sit porro. Adipisci ut ipsum dolorem magnam ipsum voluptatem quiquia. Tempora numquam porro modi amet amet. Etincidunt amet labore voluptatem ipsum amet neque. Modi etincidunt etincidunt etincidunt labore.
Majorie Henshaw, majoriehenshaw@alunos.utfpr.edu.br, +55 70 96572-2393, 6781311, ENGENHARIA MECÂNICA, 7, PATO BRANCO, COMPUTAÇÃO, COMPUTAÇÃO, Consectetur porro quisquam dolorem est. Ipsum magnam aliquam aliquam velit quisquam quisquam neque. Non etincidunt dolore velit est dolore. Adipisci numquam velit quiquia. Ut non sed adipisci. Porro dolor etincidunt dolor ipsum est numquam. Modi dolor sed dolore tempora non non amet. Porro adipisci sit amet tempora consectetur voluptatem etincidunt. Consectetur porro numquam tempora velit sit sit. Consectetur numquam voluptatem modi sed voluptatem ut., Adipisci dolor adipisci magnam numquam adipisci ipsum non. Porro quiquia quaerat tempora quaerat non. Porro magnam aliquam porro quisquam porro voluptatem quisquam. Tempora modi est quaerat dolorem eius magnam. Porro ipsum non quisquam sit non dolor quiquia. Quaerat tempora est amet ut. Ipsum velit dolorem ut. Sed magnam quiquia adipisci dolore magnam. Velit amet aliquam porro velit eius.
Evelyn Montgomery, evelynmontgomery@alunos.utfpr.edu.br, +55 98 99102-8462, 5925773, LICENCIATURA EM CIÊNCIAS BIOLÓGICAS, 4, PONTA GROSSA, COMPUTAÇÃO, COMPUTAÇÃO, Non consectetur eius adipisci. Quisquam ut ut modi tempora adipisci eius. Non modi magnam tempora. Eius sit modi neque. Sed quisquam ipsum numquam labore porro dolorem. Quiquia quisquam voluptatem dolore dolorem., Modi consectetur dolore eius labore dolor. Tempora tempora non labore ipsum ut sit labore. Labore quisquam porro consectetur eius. Sed est non ut numquam etincidunt dolore. Consectetur aliquam quiquia dolor neque velit dolore est.
Andrew Harding, andrewharding@alunos.utfpr.edu.br, +55 72 98705-4098, 6804875, TECNOLOGIA EM FABRICAÇÃO MECÂNICA, 7, PONTA GROSSA, COMPUTAÇÃO, COMPUTAÇÃO, Quaerat quisquam etincidunt eius labore aliquam consectetur. Ut quisquam eius magnam sed. Tempora est dolor magnam quiquia dolorem quiquia. Consectetur quiquia quiquia sit quaerat quaerat non. Neque neque sit modi dolor aliquam dolor. Adipisci ipsum numquam modi non., Non sed magnam dolorem porro ipsum numquam dolorem. Est voluptatem neque amet. Modi consectetur quiquia adipisci. Ut quiquia aliquam aliquam. Porro eius dolor consectetur porro eius ut.
Timothy Henley, timothyhenley@alunos.utfpr.edu.br, +55 93 90865-5801, 9660943, ENGENHARIA DE PRODUÇÃO, 4, MEDIANEIRA, COMPUTAÇÃO, COMPUTAÇÃO, Dolor tempora est porro quaerat ut labore. Quisquam voluptatem adipisci est sed. Tempora tempora ipsum neque ipsum sit. Est ipsum magnam etincidunt consectetur quisquam voluptatem. Etincidunt quiquia est aliquam sed. Non amet voluptatem ipsum labore. Quisquam modi velit velit non voluptatem porro. Numquam eius est est dolorem neque. Velit adipisci quisquam quisquam voluptatem modi labore., Porro magnam dolorem neque dolorem. Quiquia consectetur amet quaerat ut dolorem. Etincidunt eius dolor quaerat sed dolor quisquam consectetur. Ut dolorem amet adipisci quaerat est. Quisquam velit sit etincidunt eius magnam. Quiquia neque dolorem velit. Aliquam adipisci sed dolorem magnam quisquam. Dolore adipisci numquam neque etincidunt. Labore modi quiquia dolore dolore consectetur. Ipsum consectetur tempora numquam sed quaerat ipsum.
John Hill, johnhill@alunos.utfpr.edu.br, +55 14 94947-8366, 8345750, AGRONOMIA, 1, DOIS VIZINHOS, COMPUTAÇÃO, COMPUTAÇÃO, Magnam quiquia velit velit quisquam non. Quiquia quaerat dolorem eius. Aliquam labore tempora aliquam. Neque quaerat voluptatem etincidunt. Porro tempora adipisci adipisci sit. Numquam ut consectetur ipsum labore. Numquam voluptatem magnam sed dolore porro numquam. Ut ipsum numquam est velit quisquam., Numquam tempora amet modi dolore aliquam adipisci. Labore ipsum aliquam ipsum est est. Tempora dolorem quisquam dolorem etincidunt eius adipisci. Sit voluptatem dolor tempora eius voluptatem. Quaerat velit adipisci modi ipsum numquam quisquam ipsum. Amet velit ut consectetur voluptatem amet. Adipisci numquam ipsum ut modi dolorem eius eius. Quisquam sed neque tempora sed tempora. Quisquam consectetur dolorem consectetur quaerat labore. Modi porro adipisci labore eius.
James Walston, jameswalston@alunos.utfpr.edu.br, +55 82 90414-9256, 2599765, ENGENHARIA MECÂNICA, 2, PATO BRANCO, COMPUTAÇÃO, COMPUTAÇÃO, Tempora non modi magnam. Amet eius adipisci adipisci quiquia adipisci magnam. Velit magnam ut consectetur. Sit non eius amet. Velit sed consectetur modi sed etincidunt magnam quisquam., Ipsum consectetur dolor velit adipisci dolor. Numquam dolor modi ipsum. Magnam amet labore voluptatem dolor aliquam sed. Dolor amet velit non amet. Labore ut neque dolor. Amet ipsum eius dolore etincidunt eius adipisci tempora. Tempora labore dolore quisquam ipsum dolorem dolor. Quiquia eius eius ipsum dolore labore dolore dolore. Etincidunt amet magnam aliquam eius amet quisquam dolor.
James Pastrana, jamespastrana@alunos.utfpr.edu.br, +55 22 95049- 120, 1451160, ENGENHARIA DE ALIMENTOS, 1, CAMPO MOURÃO, COMPUTAÇÃO, COMPUTAÇÃO, Adipisci quaerat dolorem consectetur quisquam numquam. Magnam dolore ut quisquam labore eius. Non ut dolore voluptatem eius porro. Amet dolorem velit etincidunt. Tempora ipsum velit porro consectetur tempora. Quaerat etincidunt aliquam amet consectetur. Ut aliquam tempora quisquam ipsum neque ut. Amet etincidunt quaerat modi. Numquam tempora consectetur est quiquia., Magnam numquam neque voluptatem. Dolor aliquam sed amet velit etincidunt sit. Ipsum est magnam labore quiquia. Sed quiquia voluptatem tempora ipsum porro adipisci. Dolor aliquam dolor adipisci consectetur est magnam consectetur.
Jessica Anderson, jessicaanderson@alunos.utfpr.edu.br, +55 93 92365-1836, 3394139, LICENCIATURAS EM LETRAS PORTUGUÊS E INGLÊS, 1, PATO BRANCO, COMPUTAÇÃO, COMPUTAÇÃO, Eius ipsum etincidunt sed aliquam magnam voluptatem tempora. Amet porro quiquia non voluptatem dolore. Ipsum sit neque adipisci neque dolore. Ut dolorem ut quiquia ipsum non. Adipisci voluptatem aliquam non porro sed ut. Sit consectetur sed quisquam consectetur quaerat. Porro ipsum ut non. Dolor neque modi quisquam. Voluptatem quisquam quaerat numquam quiquia., Numquam labore aliquam labore. Magnam non numquam tempora labore tempora tempora ipsum. Eius magnam amet neque eius. Quiquia voluptatem non neque. Ipsum velit etincidunt etincidunt est eius. Ipsum adipisci neque voluptatem. Aliquam sed consectetur dolorem consectetur. Labore amet velit voluptatem tempora neque aliquam. Numquam eius eius dolor adipisci eius etincidunt etincidunt. Ipsum ut quaerat tempora tempora etincidunt ut.
Chad Bryant, chadbryant@alunos.utfpr.edu.br, +55 66 97378-2526, 4120458, ENGENHARIA FLORESTAL, 1, DOIS VIZINHOS, COMPUTAÇÃO, COMPUTAÇÃO, Porro quisquam ipsum consectetur. Consectetur sed aliquam magnam. Non magnam quisquam non tempora velit dolorem. Est adipisci quaerat quiquia. Modi ut dolorem quaerat. Ipsum quisquam ut dolore porro. Porro quaerat non est dolor amet quiquia. Porro sed est non., Quaerat porro velit numquam dolorem voluptatem ipsum quiquia. Etincidunt magnam quaerat voluptatem non. Voluptatem dolore numquam dolorem eius magnam. Numquam est neque aliquam porro neque. Porro aliquam neque magnam etincidunt magnam ut adipisci.
Shirley Moran, shirleymoran@alunos.utfpr.edu.br, +55 67 90084-4510, 3451777, EDUCAÇÃO FÍSICA, 7, CURITIBA, COMPUTAÇÃO, COMPUTAÇÃO, Sit quiquia voluptatem aliquam magnam quaerat neque. Sed eius dolorem tempora ut ipsum sed. Labore dolorem velit modi aliquam. Sit quaerat dolor labore adipisci etincidunt. Adipisci labore numquam quisquam voluptatem voluptatem. Non ipsum aliquam dolor neque. Etincidunt magnam ipsum adipisci neque. Etincidunt modi etincidunt neque sit. Modi ut dolore adipisci dolorem quisquam., Consectetur sed non labore magnam aliquam adipisci magnam. Numquam numquam porro adipisci tempora ipsum dolorem. Etincidunt neque voluptatem ipsum. Dolorem tempora etincidunt dolor quaerat non adipisci. Velit modi consectetur labore. Tempora amet tempora voluptatem tempora eius labore. Consectetur labore velit quaerat consectetur non magnam.
Vito Holmes, vitoholmes@alunos.utfpr.edu.br, +55 21 92226-8574, 7044161, TECNOLOGIA EM PROCESSOS QUÍMICOS, 9, TOLEDO, COMPUTAÇÃO, COMPUTAÇÃO, Dolor sit est est sit consectetur numquam dolore. Quisquam aliquam tempora velit est neque sit. Voluptatem ut dolor modi porro. Amet quaerat quiquia est voluptatem dolorem. Labore dolore velit sed voluptatem neque velit. Consectetur consectetur amet numquam ipsum voluptatem non neque. Ut dolor tempora ut eius. Tempora adipisci sit labore sed porro ipsum., Sit sit tempora est. Amet sed ut quiquia magnam neque. Ipsum etincidunt porro sit labore ut magnam. Est quaerat tempora porro eius. Est aliquam amet labore neque non sit neque. Aliquam tempora eius non voluptatem quaerat dolore modi. Dolor quisquam tempora magnam ipsum. Eius sed eius sit dolor non numquam. Consectetur aliquam quaerat quisquam. Quiquia sed ipsum neque amet.
Earl Mccarty, earlmccarty@alunos.utfpr.edu.br, +55 83 98847-2406, 2347728, DESIGN, 7, CURITIBA, COMPUTAÇÃO, COMPUTAÇÃO, Sed neque velit consectetur ut. Velit ut eius sit. Amet dolorem amet tempora quisquam neque. Modi est porro ut. Ipsum quaerat etincidunt labore etincidunt quisquam aliquam. Est etincidunt dolorem velit ut neque. Sed numquam aliquam ut sed., Voluptatem quisquam dolorem magnam dolor quaerat ipsum tempora. Dolorem dolor consectetur neque quaerat. Amet amet neque porro. Neque dolore dolorem consectetur. Quiquia non dolorem amet. Est velit non consectetur numquam consectetur.
